team_name,country_code,confederation,fifa_rank,fifa_points,wins_last_10_matches,losses_last_10_matches,draws_last_10_matches,win_rate_last_year,goals_scored_avg,goals_conceded_avg,clean_sheets_last_10,shots_per_game,shots_on_target_ratio,avg_player_rating,star_players_count,market_value_million_eur,experience_avg_caps,coach_experience_years,recent_form_score,possession_avg,passing_accuracy,host_advantage,travel_distance_avg,climate_similarity_score,winner
Germany,DEU,UEFA,10,1673.7,8,1,1,0.695,1.79,0.84,5,13.4,0.471,85.8,3,507.0,48,20,7.9,54.4,85.6,0,8.4,0.69,1
Croatia,CRO,UEFA,18,1743.6,8,3,0,0.595,1.4,1.12,3,12.3,0.399,80.6,2,672.0,47,5,6.4,52.8,89.4,0,7.4,0.73,0
Australia,AUS,AFC,28,1654.9,3,5,2,0.48,1.58,0.92,1,12.8,0.305,78.5,3,435.0,33,6,5.5,50.5,75.3,0,11.3,0.45,1
Portugal,POR,UEFA,6,1688.8,8,3,0,0.681,2.13,0.71,4,12.9,0.399,84.6,3,472.0,41,15,7.5,52.5,88.6,0,8.3,0.73,1
Germany,DEU,UEFA,5,1692.2,7,1,2,0.713,1.93,1.16,5,15.0,0.435,80.3,3,698.0,39,7,7.0,54.2,83.4,0,6.8,0.65,1
France,FRA,UEFA,3,1848.6,8,1,1,0.82,1.89,1.0,3,19.6,0.428,85.6,4,731.0,48,22,7.5,62.7,94.7,0,6.8,0.6,0
Poland,POL,UEFA,21,1539.0,6,2,2,0.551,1.04,0.8,4,13.3,0.33,79.0,3,515.0,44,14,6.7,48.5,77.7,0,5.8,0.51,0
Germany,DEU,UEFA,10,1681.2,5,1,4,0.666,2.16,0.68,4,14.2,0.371,79.8,2,592.0,45,20,6.2,50.2,81.1,0,8.5,0.61,1
Paraguay,PAR,CONMEBOL,38,1560.2,1,5,4,0.219,0.79,1.29,1,7.1,0.229,74.2,0,326.0,33,7,2.6,45.7,79.4,0,7.3,0.8,0
Wales,WAL,UEFA,42,1428.9,3,7,0,0.373,0.87,1.43,2,8.9,0.239,74.8,1,348.0,31,6,3.7,43.5,78.1,0,6.3,0.51,1
France,FRA,UEFA,7,1810.7,8,1,1,0.727,2.26,0.58,5,14.1,0.502,83.5,5,966.0,65,22,8.4,60.3,91.6,0,8.9,0.62,1
Portugal,POR,UEFA,11,1742.2,7,3,0,0.663,1.46,0.81,5,15.4,0.472,79.3,2,625.0,41,15,8.4,55.3,85.3,0,7.2,0.53,0
Austria,AUT,UEFA,15,1592.2,6,5,0,0.542,1.07,1.02,3,12.7,0.415,75.5,3,530.0,43,9,5.9,51.9,82.5,0,7.1,0.65,0
Germany,DEU,UEFA,17,1768.4,6,2,2,0.59,1.49,1.06,3,13.3,0.46,82.4,2,573.0,54,10,6.5,50.5,80.1,0,8.9,0.74,0
England,ENG,UEFA,6,1809.1,7,2,1,0.741,2.58,1.0,6,18.0,0.503,83.8,3,799.0,49,22,8.3,61.5,92.8,0,5.5,0.62,0
Algeria,ALG,CAF,41,1478.6,3,6,1,0.213,0.63,1.54,1,7.2,0.223,73.2,0,255.0,31,2,5.7,44.2,70.4,0,9.3,0.37,0
Senegal,SEN,CAF,24,1624.6,4,3,3,0.455,1.5,0.99,3,9.7,0.362,75.4,1,500.0,41,15,5.0,47.9,75.9,0,7.8,0.27,1
Switzerland,SUI,UEFA,25,1665.5,3,5,2,0.552,1.51,1.14,3,11.6,0.319,78.0,1,478.0,44,15,3.8,47.9,79.1,0,7.7,0.47,1
Saudi Arabia,KSA,AFC,49,1467.5,3,7,0,0.257,0.83,1.44,2,10.0,0.24,73.8,1,271.0,34,7,4.6,43.6,72.7,0,8.5,0.65,0
Qatar,QAT,AFC,30,1515.6,1,6,3,0.446,1.11,1.63,1,8.1,0.266,73.9,1,204.0,25,8,4.9,45.6,70.2,0,12.9,0.31,0
Spain,ESP,UEFA,2,1912.5,9,2,0,0.708,1.89,0.98,5,15.9,0.501,87.2,4,1083.0,41,13,7.4,55.2,94.4,0,6.3,0.65,1
Argentina,ARG,CONMEBOL,5,1913.3,9,1,0,0.673,2.8,0.51,3,19.6,0.45,86.3,3,1011.0,64,9,9.5,61.3,91.7,0,6.9,0.67,1
Mexico,MEX,CONCACAF,31,1624.1,6,2,2,0.509,1.59,0.89,2,13.6,0.349,75.0,1,338.0,38,15,5.3,53.7,81.8,1,2.9,0.77,0
Mexico,MEX,CONCACAF,19,1528.1,5,4,1,0.546,1.23,1.27,2,9.6,0.315,79.7,1,499.0,39,14,7.2,46.1,82.3,1,2.4,0.73,0
Switzerland,SUI,UEFA,14,1697.7,3,3,4,0.51,1.27,1.22,4,10.1,0.347,77.4,3,274.0,31,8,5.3,50.9,85.0,0,7.3,0.69,1
Ghana,GHA,CAF,47,1536.4,1,7,2,0.291,1.09,1.87,0,7.3,0.333,73.0,2,331.0,27,9,3.0,44.4,78.5,0,7.8,0.29,0
Austria,AUT,UEFA,31,1643.4,6,4,0,0.517,1.38,0.96,2,10.5,0.412,77.7,3,457.0,38,6,4.9,51.8,83.1,0,7.3,0.67,0
China,CHN,AFC,39,1540.3,2,7,1,0.435,0.92,1.93,0,10.9,0.337,72.1,1,313.0,31,7,3.6,44.1,72.5,0,8.7,0.5,0
Argentina,ARG,CONMEBOL,6,1793.4,9,0,1,0.74,2.15,0.64,3,16.5,0.458,87.6,4,1024.0,45,17,9.2,56.8,86.8,0,5.0,0.68,1
Colombia,COL,CONMEBOL,16,1720.5,6,1,3,0.669,1.57,0.63,3,16.4,0.425,81.4,4,568.0,54,15,7.5,57.1,81.7,0,7.5,0.69,1
Croatia,CRO,UEFA,11,1740.4,6,2,2,0.631,1.9,1.1,3,13.5,0.375,83.7,4,800.0,47,10,7.7,50.5,85.2,0,7.3,0.73,0
Wales,WAL,UEFA,49,1523.6,3,4,3,0.222,1.15,1.48,1,7.8,0.305,70.2,1,223.0,21,2,3.3,42.2,70.5,0,8.3,0.7,0
Portugal,POR,UEFA,10,1733.9,7,1,2,0.62,2.17,0.92,5,14.1,0.352,82.3,3,524.0,39,11,5.8,53.4,85.4,0,6.5,0.64,1
Spain,ESP,UEFA,3,1791.3,8,1,1,0.84,2.68,0.56,4,14.9,0.476,83.4,3,977.0,55,20,10.0,57.6,86.1,0,8.7,0.68,1
USA,USA,CONCACAF,27,1685.3,6,2,2,0.587,1.69,1.36,2,11.6,0.33,76.5,3,457.0,29,13,3.1,55.2,77.9,1,2.2,0.74,1
Mexico,MEX,CONCACAF,31,1627.5,6,3,1,0.42,1.67,1.22,4,13.8,0.314,77.4,1,279.0,42,4,6.0,51.0,84.2,1,0.7,0.77,1
Netherlands,NED,UEFA,13,1763.5,7,3,0,0.581,2.04,0.8,4,13.4,0.445,81.6,4,477.0,51,9,7.6,51.7,85.5,0,6.6,0.61,0
Portugal,POR,UEFA,16,1828.9,8,3,0,0.647,1.75,0.68,2,13.0,0.396,83.7,4,730.0,47,15,8.5,52.9,82.0,0,6.3,0.52,0
Egypt,EGY,CAF,36,1548.9,1,6,3,0.384,0.99,1.69,2,7.6,0.348,70.4,0,233.0,32,9,3.7,42.9,70.2,0,9.3,0.53,1
USA,USA,CONCACAF,29,1657.2,6,2,2,0.504,1.63,0.94,1,11.5,0.315,78.1,2,438.0,43,11,6.2,55.0,76.8,1,1.2,0.75,1
Wales,WAL,UEFA,36,1416.3,3,6,1,0.393,1.07,1.78,0,10.1,0.222,74.5,0,256.0,18,1,2.1,41.5,74.6,0,7.3,0.65,0
Morocco,MAR,CAF,21,1545.8,3,5,2,0.41,1.16,1.43,1,9.0,0.408,74.2,1,452.0,34,14,6.3,53.4,79.1,0,7.8,0.54,0
France,FRA,UEFA,1,1813.4,9,2,0,0.686,2.77,0.66,6,15.2,0.476,85.2,4,803.0,59,12,7.7,60.3,87.0,0,8.1,0.72,0
Honduras,HON,CONCACAF,50,1428.6,3,5,2,0.294,0.77,1.26,2,7.3,0.334,70.6,2,358.0,27,7,5.0,47.6,76.9,0,2.9,0.87,1
Jamaica,JAM,CONCACAF,29,1412.7,3,5,2,0.234,1.26,1.53,2,9.8,0.334,76.6,1,355.0,23,1,4.1,40.8,76.2,0,2.1,0.78,1
New Zealand,NZL,OFC,34,1476.7,1,6,3,0.369,1.01,1.6,0,8.6,0.305,73.2,0,377.0,17,4,5.3,44.0,77.1,0,14.6,0.39,0
Egypt,EGY,CAF,42,1592.3,3,5,2,0.258,1.06,1.83,0,7.5,0.329,72.8,1,364.0,27,1,0.0,42.6,71.7,0,7.7,0.39,1
Turkey,TUR,UEFA,49,1494.8,1,5,4,0.349,0.83,1.62,0,10.1,0.345,74.2,0,225.0,30,10,2.2,49.3,77.5,0,6.2,0.7,0
Spain,ESP,UEFA,2,1780.0,9,1,0,0.798,1.97,0.47,3,18.3,0.539,84.2,2,874.0,50,8,9.2,56.4,94.9,0,5.9,0.47,1
Denmark,DEN,UEFA,24,1662.6,5,4,1,0.502,1.6,1.41,3,9.2,0.364,74.3,3,395.0,34,9,6.3,47.7,84.9,0,8.4,0.48,1
Germany,DEU,UEFA,12,1662.4,8,1,1,0.591,1.59,0.64,4,14.1,0.358,80.6,3,601.0,45,8,7.9,58.8,88.4,0,6.4,0.66,0
Colombia,COL,CONMEBOL,18,1814.8,7,3,0,0.605,1.42,1.06,2,16.1,0.421,76.9,3,641.0,55,9,5.9,55.3,82.1,0,4.5,0.76,0
France,FRA,UEFA,2,1863.0,9,1,0,0.739,2.39,0.82,4,15.9,0.476,88.6,3,1023.0,61,22,8.6,56.1,89.1,0,5.2,0.53,1
Uruguay,URU,CONMEBOL,8,1682.2,8,3,0,0.67,1.8,1.1,5,16.9,0.4,84.4,3,757.0,37,11,7.4,55.4,87.5,0,7.3,0.72,0
China,CHN,AFC,37,1429.7,2,5,3,0.338,0.69,1.63,2,7.2,0.262,74.5,0,295.0,31,2,4.2,43.8,74.1,0,9.2,0.44,0
Netherlands,NED,UEFA,15,1665.7,5,1,4,0.601,1.47,1.15,3,14.0,0.382,84.7,2,495.0,52,20,7.2,58.6,84.4,0,6.1,0.47,1
Saudi Arabia,KSA,AFC,41,1552.0,3,7,0,0.326,0.97,1.78,0,7.6,0.29,71.5,2,334.0,34,10,3.5,43.4,74.4,0,10.9,0.42,0
USA,USA,CONCACAF,28,1568.7,5,4,1,0.57,1.25,1.36,1,12.0,0.341,77.8,1,473.0,25,3,4.1,45.7,80.8,1,1.7,0.85,0
Mexico,MEX,CONCACAF,12,1664.7,3,5,2,0.421,1.37,1.08,2,11.1,0.357,80.3,1,462.0,26,14,4.4,47.3,75.4,1,2.9,0.76,1
Ivory Coast,CIV,CAF,47,1571.4,2,6,2,0.383,1.12,2.18,2,7.7,0.311,70.5,1,219.0,34,6,4.1,43.9,78.5,0,8.4,0.51,0
Honduras,HON,CONCACAF,32,1541.3,1,4,5,0.235,0.73,1.72,0,10.2,0.319,76.5,0,278.0,28,7,4.5,49.3,72.6,0,0.6,0.88,0
Morocco,MAR,CAF,23,1512.6,4,2,4,0.476,1.43,1.48,1,9.6,0.315,79.0,2,308.0,43,13,5.9,51.6,80.3,0,8.3,0.41,1
Ghana,GHA,CAF,48,1561.0,4,5,1,0.433,1.24,1.7,0,9.6,0.337,76.0,1,261.0,20,1,4.2,40.6,76.7,0,8.3,0.3,0
England,ENG,UEFA,2,1796.5,6,1,3,0.701,2.63,0.63,4,17.5,0.418,83.3,4,891.0,46,15,9.8,58.3,88.9,0,7.5,0.71,0
Belgium,BEL,UEFA,9,1667.9,8,1,1,0.698,1.85,0.91,2,15.5,0.387,83.4,2,566.0,50,5,4.7,55.0,81.7,0,7.2,0.5,0
New Zealand,NZL,OFC,39,1581.2,4,7,0,0.294,0.98,1.28,0,8.0,0.339,72.4,2,305.0,23,5,3.9,41.9,72.7,0,11.6,0.56,0
Senegal,SEN,CAF,15,1666.4,3,5,2,0.539,1.66,1.5,1,11.3,0.318,78.9,0,289.0,40,15,7.0,54.2,78.2,0,7.0,0.36,1
Morocco,MAR,CAF,31,1585.4,6,4,0,0.595,1.13,1.11,1,12.4,0.344,80.6,1,350.0,33,10,6.8,56.0,77.4,0,8.2,0.37,0
Cameroon,CMR,CAF,29,1560.4,3,4,3,0.413,1.09,1.74,0,7.6,0.326,72.8,0,224.0,32,10,5.2,42.3,73.7,0,9.7,0.29,0
France,FRA,UEFA,6,1813.4,6,1,3,0.809,1.88,0.57,6,17.0,0.401,87.8,5,1099.0,54,22,9.9,60.5,94.1,0,7.9,0.62,1
Australia,AUS,AFC,15,1666.5,3,3,4,0.573,1.34,0.85,3,9.2,0.387,80.1,2,498.0,45,6,4.2,55.7,77.9,0,10.8,0.6,1
Japan,JPN,AFC,15,1657.4,5,2,3,0.445,1.12,1.03,2,13.1,0.301,77.2,1,304.0,29,12,5.4,52.8,75.5,0,8.6,0.55,0
Wales,WAL,UEFA,35,1485.7,3,6,1,0.34,0.59,1.81,1,8.2,0.295,73.3,1,292.0,15,7,3.2,46.2,79.6,0,7.0,0.59,1
England,ENG,UEFA,2,1851.4,6,0,4,0.731,2.8,0.43,7,16.4,0.467,85.5,2,955.0,62,19,7.3,58.9,94.4,0,6.3,0.62,1
New Zealand,NZL,OFC,31,1549.7,1,6,3,0.272,0.93,1.73,0,6.3,0.238,70.4,0,241.0,33,8,4.4,45.2,76.1,0,11.9,0.54,0
France,FRA,UEFA,4,1832.7,9,0,1,0.765,2.14,0.89,3,15.1,0.513,84.7,5,705.0,46,25,9.5,56.0,91.5,0,8.5,0.52,1
Spain,ESP,UEFA,3,1866.8,8,0,2,0.675,2.4,0.73,6,18.1,0.526,85.3,4,963.0,61,23,9.2,55.7,88.9,0,6.4,0.54,1
Australia,AUS,AFC,17,1668.0,5,3,2,0.489,1.4,1.49,4,11.0,0.3,79.9,3,277.0,26,8,5.5,55.9,79.0,0,12.1,0.59,1
Austria,AUT,UEFA,23,1606.4,3,4,3,0.509,1.09,1.0,1,10.4,0.391,79.1,1,315.0,43,7,5.2,55.7,83.0,0,6.0,0.47,0
Portugal,POR,UEFA,12,1666.5,6,2,2,0.611,1.95,0.79,4,15.2,0.479,84.4,3,582.0,45,15,7.8,53.6,82.9,0,6.8,0.67,1
Argentina,ARG,CONMEBOL,8,1880.8,6,1,3,0.65,2.06,0.71,7,17.4,0.495,86.6,5,816.0,46,20,7.9,57.4,88.2,0,5.0,0.67,0
Chile,CHI,CONMEBOL,50,1421.2,2,5,3,0.425,1.0,1.64,0,10.2,0.301,74.5,1,345.0,19,7,4.9,40.9,75.0,0,5.2,0.62,0
Portugal,POR,UEFA,6,1807.9,6,1,3,0.595,2.13,0.86,4,16.1,0.431,79.5,3,699.0,41,14,8.2,51.6,88.2,0,8.9,0.59,0
Australia,AUS,AFC,33,1640.6,5,4,1,0.493,1.55,1.22,3,9.1,0.384,79.1,1,372.0,30,4,4.2,54.0,81.5,0,8.8,0.53,0
Serbia,SRB,UEFA,29,1514.1,3,5,2,0.411,1.3,1.13,1,13.7,0.333,76.8,1,270.0,30,3,6.0,52.3,82.5,0,7.8,0.54,1
Mexico,MEX,CONCACAF,27,1631.5,6,4,0,0.595,1.69,1.15,2,12.4,0.399,73.0,2,291.0,35,10,4.7,51.1,76.0,1,2.8,0.91,0
Australia,AUS,AFC,26,1650.4,4,2,4,0.437,1.13,0.93,2,13.7,0.348,74.9,2,265.0,30,7,5.0,48.8,77.7,0,8.2,0.56,0
South Korea,KOR,AFC,16,1696.5,4,5,1,0.425,1.09,1.27,1,12.1,0.309,77.6,1,282.0,27,8,5.7,51.8,82.0,0,13.0,0.32,1
Algeria,ALG,CAF,28,1406.6,1,5,4,0.242,1.07,1.38,1,9.1,0.227,73.4,2,366.0,18,8,2.5,46.5,71.6,0,9.7,0.43,0
Germany,DEU,UEFA,7,1679.8,7,2,1,0.6,1.68,0.94,4,14.3,0.384,85.2,2,491.0,49,6,8.2,52.0,84.5,0,8.8,0.65,1
Canada,CAN,CONCACAF,43,1484.6,1,4,5,0.306,0.86,1.93,0,6.5,0.243,76.5,0,230.0,30,9,3.3,42.3,70.5,1,0.5,0.73,0
Portugal,POR,UEFA,7,1799.8,6,1,3,0.581,1.41,0.88,2,16.9,0.439,80.7,3,493.0,53,15,8.2,54.6,84.3,0,6.8,0.54,1
Colombia,COL,CONMEBOL,8,1807.6,6,1,3,0.658,1.98,0.75,5,16.0,0.438,81.1,3,508.0,46,11,6.2,57.8,86.0,0,4.4,0.55,0
Austria,AUT,UEFA,17,1516.9,5,3,2,0.593,1.64,1.15,4,12.2,0.419,76.4,2,299.0,27,4,4.8,54.0,75.9,0,6.4,0.74,1
Belgium,BEL,UEFA,13,1768.4,7,3,0,0.591,1.64,0.89,3,15.5,0.445,80.2,2,751.0,41,19,6.6,56.4,84.7,0,8.3,0.58,0
Italy,ITA,UEFA,5,1778.7,7,3,0,0.621,1.52,0.66,3,15.2,0.386,81.1,3,744.0,42,6,6.0,61.5,88.6,0,6.6,0.68,1
Cameroon,CMR,CAF,37,1550.1,4,4,2,0.311,1.09,1.43,2,7.9,0.245,72.5,1,313.0,19,1,3.5,42.6,76.7,0,8.8,0.4,0
France,FRA,UEFA,7,1891.6,9,0,1,0.763,2.72,0.88,4,18.3,0.488,86.4,4,741.0,65,13,9.5,61.0,94.3,0,7.5,0.72,1
USA,USA,CONCACAF,34,1548.5,5,5,0,0.571,1.65,1.45,3,11.6,0.31,80.9,2,358.0,41,5,4.3,55.6,81.5,1,1.1,0.88,0
Honduras,HON,CONCACAF,45,1420.1,1,5,4,0.262,1.29,1.59,2,9.4,0.25,71.7,1,207.0,24,9,2.1,48.8,73.4,0,1.3,0.7,0
Honduras,HON,CONCACAF,43,1409.0,3,5,2,0.425,1.0,1.33,0,8.0,0.353,72.8,0,321.0,22,10,5.3,48.3,72.0,0,2.5,0.91,1
France,FRA,UEFA,1,1862.9,8,0,2,0.779,1.82,0.98,5,14.9,0.402,87.0,5,725.0,44,12,9.9,66.7,93.2,0,7.7,0.49,1
Germany,DEU,UEFA,9,1807.0,8,1,1,0.714,1.81,0.64,3,13.3,0.354,76.9,1,824.0,39,12,7.7,60.4,86.7,0,8.3,0.53,0
Netherlands,NED,UEFA,18,1697.3,7,1,2,0.553,1.89,1.18,5,15.9,0.38,83.5,3,578.0,44,12,7.9,54.6,80.4,0,6.2,0.59,1
Algeria,ALG,CAF,48,1587.2,1,6,3,0.29,0.92,1.78,0,8.5,0.286,73.4,1,210.0,22,2,4.1,49.3,79.2,0,10.6,0.43,0
Chile,CHI,CONMEBOL,48,1421.3,4,5,1,0.315,0.75,1.24,2,8.7,0.297,72.5,0,321.0,25,4,3.0,41.8,72.8,0,6.9,0.57,0
Chile,CHI,CONMEBOL,32,1441.0,2,6,2,0.316,1.15,1.88,2,7.8,0.321,72.2,2,251.0,31,8,0.6,41.2,75.8,0,6.9,0.63,0
Uruguay,URU,CONMEBOL,7,1828.0,8,2,0,0.64,1.56,0.67,4,17.0,0.454,84.5,3,570.0,46,19,6.4,54.5,85.4,0,4.3,0.55,0
England,ENG,UEFA,3,1883.7,7,2,1,0.674,2.56,0.46,4,17.8,0.542,87.1,5,725.0,53,18,7.1,64.7,86.4,0,8.3,0.5,1
Jamaica,JAM,CONCACAF,31,1412.3,4,4,2,0.447,0.54,1.34,0,8.3,0.259,72.6,2,292.0,28,3,5.1,45.7,77.2,0,1.8,0.82,0
Canada,CAN,CONCACAF,32,1420.2,2,5,3,0.434,1.05,1.36,0,10.6,0.233,76.7,2,272.0,16,6,2.9,47.7,74.8,1,1.3,0.9,0
Serbia,SRB,UEFA,15,1577.2,3,2,5,0.454,1.36,1.2,2,9.8,0.396,79.0,3,360.0,38,7,4.4,55.8,78.9,0,7.3,0.72,0
Honduras,HON,CONCACAF,38,1483.9,3,6,1,0.43,0.58,1.74,1,8.5,0.278,71.2,0,344.0,34,9,3.6,41.7,70.2,0,1.5,0.84,0
Sweden,SWE,UEFA,12,1694.2,5,3,2,0.431,1.68,1.39,2,9.3,0.404,76.4,1,532.0,26,11,6.0,50.0,84.6,0,8.1,0.64,1
Brazil,BRA,CONMEBOL,1,1937.0,6,1,3,0.67,2.34,0.45,3,14.9,0.458,89.7,3,1196.0,57,10,8.1,56.1,88.1,0,7.1,0.66,1
Costa Rica,CRC,CONCACAF,49,1500.8,4,7,0,0.331,1.15,1.56,2,8.4,0.322,72.2,0,368.0,27,5,3.1,40.8,77.1,0,1.4,0.72,0
Belgium,BEL,UEFA,14,1659.5,5,1,4,0.616,1.61,0.85,3,15.7,0.372,80.3,2,565.0,37,17,7.5,57.6,88.3,0,8.5,0.57,0
Austria,AUT,UEFA,18,1614.0,6,4,0,0.555,1.31,1.11,1,11.3,0.413,78.7,1,390.0,41,4,5.4,50.0,78.6,0,5.7,0.6,0
Algeria,ALG,CAF,40,1543.6,1,6,3,0.442,1.21,1.8,2,6.1,0.255,73.2,1,292.0,27,7,3.0,45.6,74.1,0,10.0,0.46,0
England,ENG,UEFA,8,1877.6,9,1,0,0.787,2.68,0.52,6,19.8,0.499,86.7,4,907.0,48,11,7.1,59.6,89.0,0,5.8,0.58,0
Argentina,ARG,CONMEBOL,3,1810.2,7,1,2,0.671,2.53,0.63,3,15.6,0.489,88.1,5,826.0,64,19,7.2,63.0,88.8,0,7.8,0.77,1
Argentina,ARG,CONMEBOL,4,1787.1,8,0,2,0.85,2.42,0.66,5,17.3,0.526,90.0,3,716.0,62,21,8.8,55.8,87.3,0,6.7,0.8,1
Morocco,MAR,CAF,24,1618.4,5,3,2,0.589,1.51,0.95,3,12.2,0.416,79.0,2,476.0,41,10,5.6,53.2,81.3,0,8.4,0.37,1
Netherlands,NED,UEFA,8,1719.0,7,1,2,0.653,1.64,0.85,2,13.9,0.408,85.2,4,460.0,44,5,8.4,57.3,88.4,0,5.1,0.65,0
Serbia,SRB,UEFA,35,1672.2,6,3,1,0.418,1.6,1.24,3,12.6,0.418,75.1,3,438.0,26,15,4.6,45.7,75.2,0,8.3,0.56,0
Ghana,GHA,CAF,33,1401.8,3,4,3,0.417,0.9,1.26,1,9.0,0.246,75.6,0,261.0,21,9,2.3,45.6,71.4,0,8.8,0.35,1
Germany,DEU,UEFA,17,1701.0,6,1,3,0.605,1.55,0.95,2,12.9,0.456,79.8,3,605.0,41,8,6.9,52.0,89.7,0,8.3,0.47,1
Poland,POL,UEFA,30,1707.2,5,3,2,0.5,1.31,1.04,1,9.2,0.323,79.5,2,340.0,39,5,6.6,53.2,76.2,0,6.0,0.73,0
Netherlands,NED,UEFA,13,1735.4,6,3,1,0.703,2.03,0.72,4,15.8,0.382,79.3,3,662.0,43,12,7.3,55.1,83.1,0,7.1,0.65,0
Denmark,DEN,UEFA,23,1515.6,6,3,1,0.54,1.29,0.9,1,13.6,0.414,74.5,1,522.0,33,12,5.3,53.3,79.9,0,8.6,0.53,0
Peru,PER,CONMEBOL,34,1439.6,2,7,1,0.245,0.69,1.62,1,6.7,0.229,75.1,0,303.0,15,3,3.2,47.5,77.6,0,5.3,0.74,0
Turkey,TUR,UEFA,41,1574.7,3,7,0,0.233,1.19,1.83,1,8.8,0.294,74.6,0,335.0,17,5,3.9,44.0,76.8,0,5.8,0.69,0
Argentina,ARG,CONMEBOL,2,1925.6,9,0,1,0.726,2.1,0.41,6,15.4,0.461,89.0,3,1165.0,60,11,5.6,59.4,89.4,0,4.9,0.58,1
Mexico,MEX,CONCACAF,27,1564.1,3,4,3,0.578,1.52,0.82,4,9.4,0.34,74.6,1,507.0,39,6,4.0,45.1,76.6,1,2.2,0.88,0
Netherlands,NED,UEFA,13,1752.6,5,3,2,0.675,2.11,0.86,4,17.0,0.403,81.0,3,657.0,41,12,5.5,55.4,85.7,0,9.0,0.54,1
Brazil,BRA,CONMEBOL,7,1994.0,7,0,3,0.845,2.03,0.93,4,15.7,0.477,88.6,4,1002.0,58,15,7.5,55.2,90.9,0,4.6,0.66,0
Iran,IRN,AFC,29,1561.0,4,4,2,0.303,0.77,1.32,0,7.6,0.285,72.0,2,380.0,27,1,3.8,40.6,72.2,0,10.8,0.45,0
Poland,POL,UEFA,32,1624.3,4,2,4,0.41,1.01,1.36,1,11.5,0.307,77.7,2,508.0,33,8,5.4,50.7,84.7,0,5.9,0.69,0
Netherlands,NED,UEFA,17,1719.8,8,2,0,0.612,1.71,0.66,4,12.8,0.476,85.4,2,738.0,36,14,7.0,54.0,83.1,0,7.0,0.57,1
Nigeria,NGA,CAF,46,1556.3,1,5,4,0.327,1.09,2.19,2,9.2,0.23,76.4,2,347.0,24,9,2.7,47.2,73.1,0,7.6,0.33,0
Morocco,MAR,CAF,27,1542.4,6,3,1,0.541,1.02,0.81,2,10.6,0.356,80.6,3,531.0,36,15,6.5,50.3,80.1,0,8.9,0.5,1
Mexico,MEX,CONCACAF,19,1500.8,6,3,1,0.496,1.48,1.4,4,12.2,0.332,74.4,1,332.0,38,5,5.1,54.9,75.6,1,2.8,0.86,1
Brazil,BRA,CONMEBOL,6,1985.6,9,2,0,0.82,2.68,0.73,7,16.4,0.497,87.9,4,860.0,52,14,8.3,56.7,89.8,0,5.3,0.74,1
France,FRA,UEFA,1,1898.3,9,2,0,0.803,1.94,0.54,5,19.8,0.519,84.7,5,923.0,42,19,9.7,63.3,87.9,0,6.5,0.6,0
Chile,CHI,CONMEBOL,40,1532.1,3,6,1,0.219,0.96,1.84,0,8.7,0.281,75.2,0,264.0,33,2,5.6,47.2,73.3,0,5.9,0.77,0
Peru,PER,CONMEBOL,42,1469.8,3,5,2,0.432,0.96,1.87,2,9.5,0.335,71.7,0,234.0,31,5,4.7,43.5,75.3,0,4.0,0.61,0
Morocco,MAR,CAF,34,1504.6,6,2,2,0.416,1.25,1.32,2,12.7,0.337,80.0,1,431.0,37,13,6.2,51.8,75.1,0,10.2,0.33,0
Jamaica,JAM,CONCACAF,45,1599.4,4,4,2,0.366,1.13,1.59,0,6.8,0.351,72.7,0,343.0,31,9,3.6,48.3,74.7,0,1.2,0.82,0
Australia,AUS,AFC,26,1614.5,6,5,0,0.527,1.32,1.04,4,11.5,0.319,75.3,1,254.0,28,7,5.5,47.0,81.4,0,11.3,0.56,0
England,ENG,UEFA,4,1845.5,8,0,2,0.774,2.11,0.45,6,16.9,0.513,86.2,5,878.0,44,25,9.0,58.6,88.2,0,9.0,0.75,1
England,ENG,UEFA,5,1871.5,7,0,3,0.671,2.49,0.5,7,19.4,0.521,83.5,4,1051.0,62,20,7.4,61.9,89.1,0,6.9,0.47,0
Belgium,BEL,UEFA,11,1814.1,8,2,0,0.578,1.79,1.04,2,13.0,0.478,84.2,3,828.0,35,9,7.8,53.2,87.2,0,8.0,0.52,0
Peru,PER,CONMEBOL,49,1564.1,3,5,2,0.33,0.87,1.51,0,9.7,0.23,76.1,0,326.0,23,5,5.0,44.6,72.4,0,5.9,0.77,1
Saudi Arabia,KSA,AFC,40,1598.3,4,5,1,0.299,0.76,2.18,0,9.9,0.328,71.6,2,285.0,16,9,2.5,42.5,71.1,0,12.5,0.57,0
Wales,WAL,UEFA,33,1589.5,4,6,0,0.419,0.57,2.12,2,6.9,0.255,72.8,2,276.0,21,8,5.2,48.7,78.5,0,8.1,0.48,1
Peru,PER,CONMEBOL,42,1589.2,2,4,4,0.335,1.27,1.46,0,10.3,0.235,76.6,1,301.0,15,7,2.2,45.4,74.7,0,6.5,0.77,0
Germany,DEU,UEFA,10,1660.1,7,3,0,0.578,2.05,1.11,2,16.2,0.471,83.4,4,671.0,38,12,7.4,58.6,82.6,0,5.8,0.65,1
Portugal,POR,UEFA,6,1730.6,8,3,0,0.605,2.17,0.98,4,12.1,0.359,83.6,2,488.0,35,5,7.3,56.8,81.4,0,7.5,0.51,0
